2025-06-20 07:50:06, 58.6, 2799
2025-06-20 07:50:12, 7.3, 3100
2025-06-20 07:50:17, 0, 3005
2025-06-20 07:50:22, 26.1, 3121
2025-06-20 07:50:27, 69.1, 4060
2025-06-20 07:50:32, 97.8, 4499
2025-06-20 07:50:38, 2.3, 4669
2025-06-20 07:50:43, 2.4, 4641
2025-06-20 07:50:48, 4.6, 4638
2025-06-20 07:50:54, 100, 4817
2025-06-20 07:50:59, 58.5, 5015
2025-06-20 07:51:04, 73.9, 5139
2025-06-20 07:51:10, 19.5, 5176
